index,type,date,country,state,location,activity,severity,time
3352,UNPROVOKED,1988-01-05,SOUTH KOREA,,,DIVING,FATALITY,
3353,UNPROVOKED,1988-01-05,USA,Florida,"Paradise Beach Park, Brevard County",SURFING,INJURY,AFTERNOON
3354,UNPROVOKED,1988-01-05,USA,Florida,"Melbourne Beach, Brevard County",SURFING,INJURY,NOON
3355,UNPROVOKED,1988-01-04,REUNION,Saint-Louis,Embouchure de l'étang du Gol,,FATALITY,AFTERNOON
3356,UNPROVOKED,1988-01-04,USA,California,"North of Morro Rock, San Luis Obispo County",SURFING,,
3357,UNPROVOKED,1988-01-04,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SWIMMING,INJURY,AFTERNOON
3358,,1988-01-04,USA,Hawaii,"Waihe'e, Maui",SURFING,,
3359,UNPROVOKED,1988-01-04,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SURFING,INJURY,
3360,UNPROVOKED,1988-01-04,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",,INJURY,
3361,,1988-01-04,SOUTH AFRICA,KwaZulu-Natal,La Lucia,,INJURY,
3362,UNPROVOKED,1988-01-03,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",PASSIVE,INJURY,
3363,UNPROVOKED,1988-01-03,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",,INJURY,
3364,UNPROVOKED,1988-01-03,SOUTH AFRICA,KwaZulu-Natal,Isipingo,SURFING,INJURY,AFTERNOON
3365,UNPROVOKED,1988-01-03,REUNION,Saint-Pierre,Pic du Diable,SURFING,INJURY,AFTERNOON
3366,WATERCRAFT,1988-01-02,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",,,
3367,UNPROVOKED,1988-01-02,SOUTH AFRICA,Eastern Cape Province,Nahoon,SURFING,INJURY,AFTERNOON
3368,UNPROVOKED,1988-01-02,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,SURFING,INJURY,MORNING
3369,WATERCRAFT,1988-01-02,AUSTRALIA,Western Australia,18 km west of Bunbury,,,
3370,UNPROVOKED,1988-01-02,FIJI,Vanua Levu,,DIVING,INJURY,
3371,,1988-01-01,SOUTH AFRICA,KwaZulu-Natal,Durban,SURFING,INJURY,
3372,,1988-01-01,AUSTRALIA,Torres Strait,,SWIMMING,,
3373,PROVOKED,1988-01-01,USA,Louisiana,,FISHING,INJURY,
3374,PROVOKED,1988-01-01,SOUTH AFRICA,Western Cape Province,Struisbaai,BOATING,INJURY,NOON
3375,PROVOKED,1988-01-01,SOUTH AFRICA,Western Cape Province,Great Brak River,,,
3376,UNPROVOKED,1988-01-01,AUSTRALIA,New South Wales,Sydney,SURFING,INJURY,
3377,UNPROVOKED,1987-01-12,PHILIPPINES,Mindoro,Off Manila,BOATING,INJURY,
3378,UNPROVOKED,1987-01-12,USA,Florida,"Palm Beach, Palm Beach County",SURFING,INJURY,NOON
3379,,1987-01-12,AUSTRALIA,New South Wales,Shoalhaven,,,
3380,UNPROVOKED,1987-01-11,USA,Florida,"North of Jupiter Inlet, Palm Beach County",SURFING,INJURY,
3381,,1987-01-11,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,,,
3382,UNPROVOKED,1987-01-10,USA,California,"Davenport Light, San Mateo County",SURFING,INJURY,AFTERNOON
3383,,1987-01-10,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,SURFING,INJURY,AFTERNOON
3384,UNPROVOKED,1987-01-10,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",DIVING,INJURY,NOON
3385,UNPROVOKED,1987-01-10,DOMINICAN REPUBLIC,Between DR and Puerto Rico,Mona Passage,,,
3386,UNPROVOKED,1987-01-09,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",DIVING,FATALITY,
3387,UNPROVOKED,1987-01-09,SOUTH AFRICA,Western Cape Province,Still Bay,SURFING,INJURY,NOON
3388,UNPROVOKED,1987-01-08,USA,Florida,"Satellite  Beach, Brevard County",SWIMMING,INJURY,NOON
3389,UNPROVOKED,1987-01-08,USA,California,"Tunitas Beach, San Mateo County",SURFING,INJURY,MORNING
3390,UNPROVOKED,1987-01-07,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
3391,UNPROVOKED,1987-01-07,USA,Texas,"Mustang Island, near Port Aransas",,INJURY,AFTERNOON
3392,UNPROVOKED,1987-01-07,USA,Texas,"Mustang Island, near Port Aransas",SWIMMING,INJURY,NOON
3393,WATERCRAFT,1987-01-07,USA,South Carolina,Winyah Bay,,,
3394,UNPROVOKED,1987-01-07,BAHAMAS,Exuma Islands,Sampson Cay,DIVING,INJURY,NOON
3395,UNPROVOKED,1987-01-07,BAHAMAS,,,DIVING,INJURY,
3396,PROVOKED,1987-01-06,USA,Florida,"Nest Key, Monroe County",FISHING,INJURY,NOON
3397,UNPROVOKED,1987-01-05,USA,South Carolina,"Myrtle Beach, Horry County",,,
3398,UNPROVOKED,1987-01-05,USA,Florida,"St Augustine, St. Johns County",SURFING,INJURY,
3399,PROVOKED,1987-01-05,AUSTRALIA,New South Wales,,FISHING,,
3400,,1987-01-04,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,FISHING,,
3401,UNPROVOKED,1987-01-04,USA,Texas,"Mustang Island, near Port Aransas",SWIMMING,,AFTERNOON
3402,UNPROVOKED,1987-01-04,USA,Hawaii,"Kailua-Kona, Hawai'i",SWIMMING,FATALITY,
3403,UNPROVOKED,1987-01-04,VANUATU,Malampa Province,Vao Island,SWIMMING,FATALITY,NOON
3404,UNPROVOKED,1987-01-03,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,SURFING,INJURY,
3405,PROVOKED,1987-01-03,SOUTH AFRICA,Western Cape Province,Muizenberg,,,
3406,UNPROVOKED,1987-01-02,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",,INJURY,
3407,UNPROVOKED,1987-01-02,SOLOMON ISLANDS,Between Honiara & Isabel Island,,,FATALITY,
3408,UNPROVOKED,1987-01-01,SOUTH AFRICA,Eastern Cape Province,Eerste River,DIVING,INJURY,NOON
3409,UNPROVOKED,1987-01-01,AUSTRALIA,Queensland,Lizard Island,SWIMMING,INJURY,MORNING
3410,,1987-01-01,MONTENEGRO,Adriatic Sea,"Mogren Beach, Budva",SWIMMING,FATALITY,
3411,WATERCRAFT,1987-01-01,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",BOATING,,
3412,UNPROVOKED,1986-01-12,SOUTH AFRICA,Western Cape Province,Agulhas Banks,DIVING,INJURY,NOON
3413,UNPROVOKED,1986-01-12,SOUTH AFRICA,Western Cape Province,SAOU Strand,SURFING,FATALITY,AFTERNOON
3414,UNPROVOKED,1986-01-12,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
3415,UNPROVOKED,1986-01-12,BAHAMAS,Florida Straits,Off Cay Sal  Banks,,,
3416,UNPROVOKED,1986-01-12,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",DIVING,INJURY,MORNING
3417,,1986-01-12,SOUTH AFRICA,Western Cape Province,Platbank,DIVING,,
3418,UNPROVOKED,1986-01-12,NEW CALEDONIA,,I'le Ouen,DIVING,INJURY,
3419,UNPROVOKED,1986-01-11,USA,Florida,"Daytona Beach, Volusia County",SURFING,INJURY,MORNING
3420,UNPROVOKED,1986-01-11,USA,Florida,"Indiatlantic, Brevard County",SURFING,INJURY,MORNING
3421,UNPROVOKED,1986-01-11,USA,Florida,"Tiger Shores Beach, Martin County",SURFING,INJURY,
3422,PROVOKED,1986-01-10,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,,INJURY,
3423,UNPROVOKED,1986-01-10,USA,Florida,"Sanibel Island, Lee County",SWIMMING,INJURY,AFTERNOON
3424,UNPROVOKED,1986-01-10,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,,INJURY,NOON
3425,UNPROVOKED,1986-01-10,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",,,
3426,UNPROVOKED,1986-01-10,USA,Florida,"Floridana Beach, Brevard County",SURFING,INJURY,
3427,,1986-01-09,USA,Florida,"Pinellas Point, Tampa Bay",,,
3428,UNPROVOKED,1986-01-09,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",SURFING,INJURY,
3429,UNPROVOKED,1986-01-09,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",SURFING,INJURY,
3430,UNPROVOKED,1986-01-08,USA,North Carolina,"Masonboro Inlet, New Hanover County",SURFING,INJURY,
3431,,1986-01-08,SOUTH AFRICA,Western Cape Province,Reef on seaward side of Geyser Island,DIVING,,NOON
3432,UNPROVOKED,1986-01-08,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",DIVING,INJURY,
3433,UNPROVOKED,1986-01-08,FRANCE,Gulf of Lyons,Gruissan,,INJURY,
3434,WATERCRAFT,1986-01-07,AUSTRALIA,Western Australia,3 km west of Rottnest Island,FISHING,INJURY,
3435,UNPROVOKED,1986-01-07,USA,South Carolina,"Myrtle Beach, Horry County",,INJURY,
3436,UNPROVOKED,1986-01-07,SOUTH AFRICA,KwaZulu-Natal,LaMercy,DIVING,INJURY,AFTERNOON
3437,UNPROVOKED,1986-01-05,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",DIVING,INJURY,
3438,UNPROVOKED,1986-01-05,SOUTH KOREA,,,DIVING,FATALITY,
3439,UNPROVOKED,1986-01-04,USA,Hawaii,"Kaliiwi, Kauai",SWIMMING,,
3440,UNPROVOKED,1986-01-04,SPAIN,Catalonia,Lloret-de-Mar,DIVING,INJURY,
3441,UNPROVOKED,1986-01-03,SPAIN,Cádiz,Tarifa,,,MORNING
3442,UNPROVOKED,1986-01-03,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",PASSIVE,INJURY,AFTERNOON
3443,UNPROVOKED,1986-01-03,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",SURFING,,
3444,UNPROVOKED,1986-01-02,SOUTH AFRICA,Eastern Cape Province,East London,SURFING,INJURY,NOON
3445,UNPROVOKED,1986-01-02,SOUTH AFRICA,Eastern Cape Province,Cape Recife,SURFING,,AFTERNOON
3446,UNPROVOKED,1986-01-02,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",SWIMMING,INJURY,AFTERNOON
3447,UNPROVOKED,1986-01-02,SOUTH AFRICA,Western Cape Province,Arniston,DIVING,INJURY,NOON
3448,UNPROVOKED,1986-01-02,AUSTRALIA,Victoria,Jan Juc Beach,SURFING,INJURY,
3449,UNPROVOKED,1986-01-01,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SURFING,INJURY,MORNING
3450,UNPROVOKED,1986-01-01,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",SURFING,,NOON
3451,UNPROVOKED,1985-01-12,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,SURFING,INJURY,
3452,UNPROVOKED,1985-01-12,USA,North Carolina,New Hanover County,,INJURY,
3453,PROVOKED,1985-01-11,AUSTRALIA,Queensland,Gladstone,FISHING,INJURY,NOON
3454,WATERCRAFT,1985-01-11,USA,California,"Southeast Farallon Island, Farallon Islands",BOATING,INJURY,
3455,PROVOKED,1985-01-11,USA,California,5 miles south of Redondo Beach,FISHING,INJURY,
3456,UNPROVOKED,1985-01-10,SOUTH AFRICA,Eastern Cape Province,East London,SURFING,INJURY,MORNING
3457,UNPROVOKED,1985-01-10,USA,California,"Point Conception, Santa Barbara County",DIVING,INJURY,AFTERNOON
3458,UNPROVOKED,1985-01-10,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",SURFING,INJURY,
3459,UNPROVOKED,1985-01-10,USA,Hawaii,"Barbers Point, O'ahu",SWIMMING,INJURY,
3460,PROVOKED,1985-01-10,USA,Alabama,"Gulf Shores, Baldwin County",FISHING,INJURY,
3461,UNPROVOKED,1985-01-09,USA,California,"Elephant Rock near Tomales Point, Marin County",DIVING,,
3462,,1985-01-09,SOUTH AFRICA,KwaZulu-Natal,T.O. Strand,SWIMMING,,
3463,UNPROVOKED,1985-01-09,USA,Florida,"Palm Beach, Palm Beach County",DIVING,INJURY,AFTERNOON
3464,,1985-01-09,USA,Florida,"Fort Pierce Inlet, St Lucie County",SWIMMING,,NOON
3465,UNPROVOKED,1985-01-08,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",SWIMMING,INJURY,
3466,,1985-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,,NOON
3467,,1985-01-08,USA,Florida,"Bayport, Hernando County",DIVING,,MORNING
3468,UNPROVOKED,1985-01-07,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,AFTERNOON
3469,UNPROVOKED,1985-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
3470,WATERCRAFT,1985-01-07,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",,,
3471,UNPROVOKED,1985-01-07,USA,South Carolina,"Folly Beach, Charleston County",PASSIVE,,
3472,UNPROVOKED,1986-01-07,ITALY,Sicily,Punta Secca,DIVING,,AFTERNOON
3473,UNPROVOKED,1985-01-05,USA,California,"Long Beach, Los Angeles County",SURFING,INJURY,
3474,PROVOKED,1985-01-05,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,DIVING,INJURY,
3475,UNPROVOKED,1985-01-03,USA,Florida,"Palm Beach, Palm Beach County",SURFING,INJURY,
3476,UNPROVOKED,1985-01-03,AUSTRALIA,South Australia,"Wiseman’s Beach, Peake Bay, Port Lincoln",DIVING,FATALITY,NOON
3477,UNPROVOKED,1985-01-02,USA,California,"San Miguel Island, Santa Barbara County",DIVING,,NOON
3478,UNPROVOKED,1985-01-02,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",SURFING,INJURY,NOON
3479,UNPROVOKED,1985-01-01,SOUTH AFRICA,Western Cape Province,Struisbaai,SWIMMING,INJURY,AFTERNOON
3480,,1985-01-01,SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,,,
3481,UNPROVOKED,1985-01-01,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,SURFING,INJURY,AFTERNOON
3482,WATERCRAFT,1985-01-01,NEW ZEALAND,South Island,Christchurch,,INJURY,
3483,UNPROVOKED,1985-01-01,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",DIVING,INJURY,NOON
3484,UNPROVOKED,1985-01-01,NEW CALEDONIA,South Province,Amedee Island,DIVING,INJURY,
3485,PROVOKED,1985-01-01,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,DIVING,INJURY,NOON
3486,UNPROVOKED,1985-01-01,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",,FATALITY,
3487,UNPROVOKED,1985-01-01,IRAN,,"Ramin, near Ahvaz",FISHING,FATALITY,
3488,WATERCRAFT,1984-01-12,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",BOATING,,
3489,UNPROVOKED,1984-01-11,AUSTRALIA,Queensland,1 km off Black's Beach,SWIMMING,FATALITY,NOON
3490,UNPROVOKED,1984-01-11,USA,Florida,"Jupiter Island Beach, Martin County",SURFING,INJURY,
3491,PROVOKED,1984-01-11,USA,Florida,"Fowey Rock, Key Biscayne",DIVING,INJURY,
3492,,1984-01-10,USA,Florida,"Wabasso Beach, Indian River County",SWIMMING,INJURY,NOON
3493,UNPROVOKED,1984-01-10,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",SURFING,INJURY,NOON
3494,,1984-01-10,USA,Florida,"Boynton Beach, Palm Beach County",SWIMMING,INJURY,NOON
3495,UNPROVOKED,1984-01-10,USA,Florida,"Bob Graham Beach, Martin County",SURFING,INJURY,AFTERNOON
3496,UNPROVOKED,1984-01-09,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",SURFING,INJURY,AFTERNOON
3497,UNPROVOKED,1984-01-09,USA,California,"Tomales Point, Marin County",DIVING,INJURY,MORNING
3498,UNPROVOKED,1984-01-09,USA,Florida,Volusia County,SURFING,INJURY,NOON
3499,UNPROVOKED,1984-01-09,USA,Florida,,SWIMMING,INJURY,
3500,UNPROVOKED,1984-01-09,USA,Florida,"Indiatlantic, Brevard County",SURFING,INJURY,MORNING
3501,UNPROVOKED,1984-01-09,USA,Florida,Volusia County,SWIMMING,,
3502,UNPROVOKED,1984-01-09,USA,California,"Mission Beach, San Diego County",SWIMMING,INJURY,AFTERNOON
3503,UNPROVOKED,1984-01-09,USA,California,"Pigeon Point, San Mateo County",DIVING,FATALITY,MORNING
3504,PROVOKED,1984-01-09,MEXICO,Baja California,Guadalupe Island,DIVING,,AFTERNOON
3505,,1984-01-08,USA,Florida,"Off Crystal River, Citrus County",BOATING,,
3506,UNPROVOKED,1984-01-08,INDONESIA,,Bali,SWIMMING,FATALITY,
3507,UNPROVOKED,1984-01-07,USA,Texas,South Padre Island,SWIMMING,INJURY,NOON
3508,UNPROVOKED,1984-01-07,USA,Texas,South Padre Island,SWIMMING,INJURY,NOON
3509,,1984-01-07,SOUTH AFRICA,Western Cape Province,Cape Point,DIVING,FATALITY,NOON
3510,UNPROVOKED,1984-01-07,USA,Florida,,BOATING,INJURY,AFTERNOON
3511,UNPROVOKED,1984-01-07,SOUTH AFRICA,KwaZulu-Natal,Sodwana,DIVING,,
3512,UNPROVOKED,1984-01-06,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",SURFING,INJURY,AFTERNOON
3513,UNPROVOKED,1984-01-06,USA,Hawaii,"Kane'ohe Bay, O'ahu",SURFING,INJURY,AFTERNOON
3514,UNPROVOKED,1984-01-06,VANUATU,Malampa Province,"Atchin Island, off Malakula",SWIMMING,FATALITY,
3515,UNPROVOKED,1984-01-05,SOUTH AFRICA,Western Cape Province,Arniston,DIVING,INJURY,NOON
3516,,1984-01-03,SOMALIA,,,PASSIVE,FATALITY,
3517,UNPROVOKED,1984-01-03,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,SURFING,,AFTERNOON
3518,WATERCRAFT,1984-01-03,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,BOATING,,
3519,UNPROVOKED,1984-01-03,AUSTRALIA,Western Australia,Coral Bay,,,
3520,PROVOKED,1984-01-02,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffrey’s Bay",FISHING,INJURY,NIGHT
3521,PROVOKED,1984-01-02,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",DIVING,INJURY,MORNING
3522,,1984-01-02,SOUTH AFRICA,Eastern Cape Province,St. George’s Strand,,,
3523,UNPROVOKED,1984-01-02,AUSTRALIA,Queensland,Derwent Island,DIVING,INJURY,
3524,UNPROVOKED,1984-01-01,SOUTH AFRICA,Eastern Cape Province,Port Alfred,SWIMMING,INJURY,MORNING
3525,UNPROVOKED,1984-01-01,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,,,
3526,PROVOKED,1984-01-01,USA,California,San Francisco,,,
3527,UNPROVOKED,1984-01-01,USA,Florida,"Indiatlantic, Brevard County",SURFING,INJURY,
3528,,1983-01-12,GREECE,Andikira Fokithes,,DIVING,FATALITY,NIGHT
3529,UNPROVOKED,1983-01-12,USA,Florida,"Riviera Beach, Palm Beach County",SURFING,INJURY,AFTERNOON
3530,UNPROVOKED,1983-01-12,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",DIVING,INJURY,
3531,UNPROVOKED,1983-01-12,SOUTH AFRICA,Eastern Cape Province,Great Fish River,SWIMMING,INJURY,NOON
3532,UNPROVOKED,1983-01-12,SOUTH AFRICA,Eastern Cape Province,Nahoon,SWIMMING,INJURY,MORNING
3533,,1983-01-12,SOUTH AFRICA,KwaZulu-Natal,LaMercy,,,
3534,UNPROVOKED,1983-01-11,PHILIPPINES,Central Philippines,,BOATING,,
3535,UNPROVOKED,1983-01-11,USA,Florida,"Melbourne Beach, Brevard County",SURFING,INJURY,
3536,,1983-01-11,SOUTH AFRICA,KwaZulu-Natal,Tongaat,SWIMMING,,
3537,UNPROVOKED,1983-01-10,USA,Florida,"Stuart Beach, Martin County",SURFING,INJURY,
3538,UNPROVOKED,1983-01-10,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,
3539,UNPROVOKED,1983-01-09,USA,Florida,"Off Lake Worth, Palm Beach County",PASSIVE,INJURY,
3540,UNPROVOKED,1983-01-08,USA,Oregon,"Cape Kiwanda,Tillamook County",SURFING,INJURY,MORNING
3541,UNPROVOKED,1983-01-08,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",DIVING,INJURY,MORNING
3542,UNPROVOKED,1983-01-08,USA,Virginia,"Virginia Beach, Princess Anne County",SWIMMING,INJURY,MORNING
3543,PROVOKED,1983-01-08,USA,Florida,"Riviera Beach, Palm Beach County",DIVING,INJURY,
3544,UNPROVOKED,1983-01-08,USA,Florida,"6 miles south of Boca Chica Key, Monroe County",DIVING,INJURY,MORNING
3545,WATERCRAFT,1983-01-08,USA,Rhode Island,,FISHING,,
3546,UNPROVOKED,1983-01-07,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",SWIMMING,FATALITY,
3547,UNPROVOKED,1983-01-07,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",SWIMMING,FATALITY,NIGHT
3548,UNPROVOKED,1983-01-07,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",,INJURY,NIGHT
3549,UNPROVOKED,1983-01-07,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",SURFING,INJURY,
3550,UNPROVOKED,1983-01-07,USA,Florida,"Caloosahatchee River, Lee County",,INJURY,NOON
3551,UNPROVOKED,1983-01-07,BAHAMAS,Abaco Islands,Green Turtle Cay,DIVING,INJURY,NOON
3552,UNPROVOKED,1983-01-07,USA,Florida,"Riviera Beach, Palm Beach County",SWIMMING,INJURY,
3553,UNPROVOKED,1983-01-06,USA,Florida,"Off 12th Street, Miami Beach",SWIMMING,INJURY,NOON
3554,UNPROVOKED,1983-01-06,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",DIVING,FATALITY,AFTERNOON
3555,UNPROVOKED,1983-01-06,USA,Florida,"Cocoa Beach, Brevard County",SURFING,INJURY,AFTERNOON
3556,UNPROVOKED,1983-01-06,BAHAMAS,,Carter Cay,,INJURY,NOON
3557,,1983-01-06,ITALY,Northwest Italy,Riomaggiore (Ligura),DIVING,,
3558,UNPROVOKED,1983-01-06,BAHAMAS,Berry Islands,Whale Cay,DIVING,INJURY,AFTERNOON
3559,UNPROVOKED,1983-01-05,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",,INJURY,DUSK
3560,UNPROVOKED,1983-01-05,USA,Florida,"Riviera Beach, Palm Beach County",SURFING,,
3561,UNPROVOKED,1983-01-05,USA,Florida,"Haulover Inlet, Dade County",SURFING,INJURY,NOON
3562,UNPROVOKED,1983-01-04,USA,Florida,,SURFING,,
3563,UNPROVOKED,1983-01-04,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,FISHING,INJURY,DUSK
3564,UNPROVOKED,1983-01-04,USA,Florida,"Lake Worth Beach, Palm Beach County",SURFING,INJURY,NOON
3565,,1983-01-04,SOUTH AFRICA,KwaZulu-Natal,Mpande,,INJURY,
3566,UNPROVOKED,1983-01-03,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,DIVING,INJURY,NOON
3567,UNPROVOKED,1983-01-03,SOUTH AFRICA,Eastern Cape Province,Nahoon,SURFING,INJURY,NOON
3568,UNPROVOKED,1983-01-03,USA,Florida,"Juno Beach, Palm Beach County",SURFING,,
3569,UNPROVOKED,1983-01-03,NEW CALEDONIA,Loyalty Islands,"We, Lifou",,INJURY,
3570,UNPROVOKED,1983-01-02,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,SURFING,INJURY,NOON
3571,PROVOKED,1983-01-01,USA,South Carolina,60 miles southeast of Beaufort,FISHING,INJURY,
3572,,1983-01-01,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,,FATALITY,
3573,UNPROVOKED,1983-01-01,SOUTH AFRICA,Western Cape Province,Muizenberg,,INJURY,AFTERNOON
3574,UNPROVOKED,1983-01-01,SOUTH AFRICA,Western Cape Province,Holbaai,DIVING,,NOON
3575,UNPROVOKED,1983-01-01,,English Channel,,SWIMMING,INJURY,
3576,UNPROVOKED,1983-01-01,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",,FATALITY,
3577,PROVOKED,1983-01-01,USA,North & South Carolina,,FISHING,INJURY,
3578,UNPROVOKED,1982-01-12,AUSTRALIA,New South Wales,Suffolk Park,SURFING,INJURY,MORNING
3579,UNPROVOKED,1982-01-11,USA,South Carolina,"Isle of Palms, Charleston County",,INJURY,
3580,UNPROVOKED,1962-01-10,USA,Carolina coast,,,FATALITY,
3581,UNPROVOKED,1982-01-10,USA,Florida,North Dade- Interama area of Biscayne Bay,,INJURY,NOON
3582,UNPROVOKED,1982-01-09,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",SURFING,,AFTERNOON
3583,UNPROVOKED,1982-01-09,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",SURFING,INJURY,NOON
3584,UNPROVOKED,1982-01-09,USA,Florida,"Patrick Air Force Base, Brevard County",SURFING,INJURY,NOON
3585,UNPROVOKED,1982-01-09,USA,California,"Monastery Beach, Carmel Bay, Monterey County",DIVING,INJURY,MORNING
3586,UNPROVOKED,1982-01-09,USA,California,"Bear Harbor, Mendocino County",DIVING,INJURY,NOON
3587,,1982-01-09,USA,Florida,"Hollywood Beach, Broward County",,,
3588,UNPROVOKED,1982-01-08,JAPAN,Kumamoto Prefecture,Ariake Bay,,FATALITY,
3589,,1982-01-08,USA,California,"Morro Rock, Morro Bay, San Obispo County",SURFING,INJURY,MORNING
3590,UNPROVOKED,1982-01-08,SOUTH AFRICA,Western Cape Province,Langebaan,SWIMMING,INJURY,NOON
3591,UNPROVOKED,1982-01-08,TUNISIA,,"Skanes, near Monaster",,INJURY,
3592,,1982-01-07,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,SURFING,INJURY,AFTERNOON
3593,UNPROVOKED,1982-01-07,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",SURFING,INJURY,AFTERNOON
3594,UNPROVOKED,1982-01-07,USA,California,"Point Buchon, San Luis Obispo County",SURFING,INJURY,NOON
3595,UNPROVOKED,1982-01-07,USA,Florida,"Stuart Beach, Martin County",SWIMMING,INJURY,NOON
3596,,1982-01-07,USA,California,"Malibu, Los Angeles County",SWIMMING,INJURY,
3597,UNPROVOKED,1982-01-07,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,NOON
3598,UNPROVOKED,1982-01-07,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",,INJURY,
3599,UNPROVOKED,1982-01-06,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,SURFING,FATALITY,MORNING
3600,UNPROVOKED,1982-01-06,USA,South Carolina,"Isle of Palms, Charleston County",SWIMMING,INJURY,AFTERNOON
3601,UNPROVOKED,1982-01-06,BAHAMAS,Andros Islands,North Rat Cay Reef,DIVING,,
3602,UNPROVOKED,1982-01-06,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",,INJURY,NOON
3603,UNPROVOKED,1982-01-06,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",SWIMMING,INJURY,
3604,,1982-01-05,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",,,
